observacion,valor
k-folds,"[0.5609756097560976, 0.7317073170731707, 0.7073170731707317, 0.7317073170731707, 0.6428571428571429, 0.6190476190476191, 0.6190476190476191, 0.6666666666666666, 0.6341463414634146, 0.6829268292682927]"
mean,0.6596399535423925
