class,metric,value
0,presicion,0.99
1,presicion,0.9976331360946745
macro avg,presicion,0.9938165680473372
weighted avg,presicion,0.9971939109450927
0,recall,0.9611650485436893
1,recall,0.999407231772377
macro avg,recall,0.9802861401580332
weighted avg,recall,0.9972067039106145
0,f1-score,0.9753694581280788
1,f1-score,0.9985193959135327
macro avg,f1-score,0.9869444270208058
weighted avg,f1-score,0.9971873045214088
