solucion,valor
continua,"[0.17792118401048854, 0.7408048831244605, 0.2048745614162644, 0.3358152403631838, 0.47766949888227916, 0.6700991828979808, 0.18071858929900803, 0.24470849481576532, 0.36663820692829563, 0.4001240470618684, 0.49320917571843276, 0.1956043128659765, 0.5461384822727022, 0.4678415685747749, 0.5357370564206291, 0.10840097749285231, 0.2883646030453041, 0.13649952498618279, 0.3785479344790208, 0.3216051702154988, 0.4033157390446318, 0.48273866001739374, 0.46004595618620603, 0.2898331637663301, 0.7353380141038732, 0.10357927245452445, 0.8886985634307247, 0.7882261178804549, 0.4014160891952656, 0.255920267206566, 0.5539637755058688, 0.7715914138363024, 0.9595101949737009, 0.5014131918726439, 0.13307328400482893, 0.3242296166338421, 0.4256676100474069, 0.17938367332219918, 0.02701135229531704, 0.4501633839161292, 0.4244282689799075, 0.2209058999710989, 0.976185813941623, 0.6750814792333899, 0.8656272365589941, 0.5467077023843946, 0.4981157798990219, 0.5708698253218336, 0.2297848576234034, 0.3324455235448339, 0.21376960995289718, 0.2704111952556267, 0.38729600230884265, 0.7044373801211445, 0.38960607882866594, 0.07089421736197805, 0.5546258278064176, 0.5705595902939883, 0.79381423167879, 0.22550617417900584, 0.48616375185418464, 0.6879296340356316, 0.4936522594877254, 0.7375419157916866, 0.4209665128228822, 0.36649897311025376, 0.4322820610206457, 0.11864391073357569, 0.4701940303650584, 0.4385043930984992, 0.8786278765354057, 0.9320177317180798, 0.7173434861961978, 0.7918576576744734, 0.5456626467232549, 0.21971844039318703]"
binaria,"[False, True, False, False, False, True, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, True, False, True, True, False, False, True, True, True, True, False, False, False, False, False, False, False, False, True, True, True, True, False, True, False, False, False, False, False, True, False, False, True, True, True, False, False, True, False, True, False, False, False, False, False, False, True, True, True, True, True, False]"
