class,metric,value
0,presicion,0.9310344827586207
1,presicion,0.987081620669407
macro avg,presicion,0.9590580517140138
weighted avg,presicion,0.9838565618957695
0,recall,0.7864077669902912
1,recall,0.996443390634262
macro avg,recall,0.8914255788122767
weighted avg,recall,0.9843575418994414
0,f1-score,0.8526315789473684
1,f1-score,0.991740412979351
macro avg,f1-score,0.9221859959633597
weighted avg,f1-score,0.9837358264400805
