observacion,valor
k-folds,"[0.7804878048780488, 0.7804878048780488, 0.8536585365853658, 0.7804878048780488, 0.7380952380952381, 0.8095238095238095, 0.7380952380952381, 0.8095238095238095, 0.7317073170731707, 0.5609756097560976]"
mean,0.7583042973286875
