metric,fold,avg
mcc,"[0.9337733933620472, 0.9198572258773156, 0.9738631373241615, 0.8679127469995119, 0.9485759118677656, 0.9744553644244383, 0.961486680313974, 0.9744553644244383, 0.9059493598897885, 0.8928491642668334]",0.9353178348750275
f1,"[0.9963045084996305, 0.995575221238938, 0.9985207100591716, 0.992603550295858, 0.997037037037037, 0.9985185185185185, 0.997779422649889, 0.9985185185185185, 0.9948339483394834, 0.9940828402366864]",0.9963774275393732
accuracy,"[0.9930167597765364, 0.9916201117318436, 0.9972067039106145, 0.9860335195530726, 0.994413407821229, 0.9972067039106145, 0.9958100558659218, 0.9972067039106145, 0.9902097902097902, 0.9888111888111888]",0.9931534945501428
precision,"[0.9941002949852508, 0.9911894273127754, 0.9970457902511078, 0.9911373707533235, 0.9955621301775148, 0.9970414201183432, 0.9955686853766618, 0.9970414201183432, 0.9897209985315712, 0.9911504424778761]",0.9939557980102768
recall,"[0.9985185185185185, 1.0, 1.0, 0.9940740740740741, 0.9985163204747775, 1.0, 1.0, 1.0, 1.0, 0.9970326409495549]",0.9988141554016925
