metric,fold,avg
mcc,"[0.04154467133336389, 0.07385558848755303, 0.062296943271230074, 0.023699375387436248, 0.05659201572547552, 0.06540880449577961, 0.07057905960566213, 0.07271378348061543, 0.061613955869188226, 0.06083086053412463]",0.05891350581904289
f1,"[0.18498659517426275, 0.16076294277929154, 0.11977715877437325, 0.23177083333333334, 0.09873060648801128, 0.12777777777777777, 0.14580467675378267, 0.15342465753424658, 0.11731843575418995, 0.11468531468531469]",0.14550389990545837
accuracy,"[0.15083798882681565, 0.13966480446927373, 0.11731843575418995, 0.17597765363128492, 0.10754189944134078, 0.12290502793296089, 0.13268156424581007, 0.13687150837988826, 0.11608391608391608, 0.11468531468531469]",0.1314568113450795
precision,"[0.971830985915493, 1.0, 1.0, 0.956989247311828, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.992882023322732
recall,"[0.10222222222222223, 0.0874074074074074, 0.0637037037037037, 0.13185185185185186, 0.05192878338278932, 0.06824925816023739, 0.07863501483679525, 0.0830860534124629, 0.06231454005934718, 0.06083086053412463]",0.07902296955709419
