observacion,valor
k-folds,"[0.9024390243902439, 0.8780487804878049, 0.975609756097561, 0.8780487804878049, 0.9523809523809523, 0.9285714285714286, 0.9047619047619048, 0.9761904761904762, 0.8048780487804879, 0.8536585365853658]"
mean,0.9054587688734029
