class,metric,value
0,presicion,0.5402298850574713
1,presicion,0.9671168526130358
macro avg,presicion,0.7536733688352535
weighted avg,presicion,0.9425529656531346
0,recall,0.4563106796116505
1,recall,0.97628927089508
macro avg,recall,0.7162999752533652
weighted avg,recall,0.9463687150837988
0,f1-score,0.49473684210526314
1,f1-score,0.9716814159292035
macro avg,f1-score,0.7332091290172333
weighted avg,f1-score,0.9442371192231332
