observacion,valor
k-folds,"[0.4878048780487805, 0.4146341463414634, 0.6341463414634146, 0.5609756097560976, 0.47619047619047616, 0.5238095238095238, 0.4523809523809524, 0.40476190476190477, 0.5609756097560976, 0.5853658536585366]"
mean,0.5101045296167247
