class,metric,value
0,presicion,0.9795918367346939
1,presicion,0.9958628841607565
macro avg,presicion,0.9877273604477252
weighted avg,presicion,0.9949266171859608
0,recall,0.9320388349514563
1,recall,0.998814463544754
macro avg,recall,0.9654266492481052
weighted avg,recall,0.9949720670391061
0,f1-score,0.9552238805970149
1,f1-score,0.9973364900858243
macro avg,f1-score,0.9762801853414196
weighted avg,f1-score,0.9949132505454067
