observacion,valor
k-folds,"[0.975609756097561, 0.9512195121951219, 0.926829268292683, 0.926829268292683, 0.9761904761904762, 0.9761904761904762, 0.9047619047619048, 0.9761904761904762, 0.8780487804878049, 0.8780487804878049]"
mean,0.9369918699186993
