solucion,valor
continua,"[0.3751473879535982, 0.7227315435508298, 0.055255674926575356, 0.8239938988885257, 0.26233930103485587, 0.3895095234034318, 0.38301026222527507, 0.6112211725473292, 0.7958458857560606, 0.6602177390995814, 0.23928316413528633, 0.6388110525969088, 0.7205217870095839, 0.8587938693168874, 0.6622432888786953, 0.2876344454277049, 0.521020193098189, 0.3710281185298667, 0.19299289197387354, 0.6560496210880595, 0.9134970387731445, 0.9562933578556986, 0.8693846123493478, 0.23204464552736348, 0.683741207929077, 0.9873687440459105, 0.22090609912352885, 0.535586260807307, 0.5346631620078593, 0.0356576254839153, 0.33762761301161115, 0.21734321709961957, 0.7984147074098853, 0.6273248553456304, 0.7848346517553355, 0.7770493619575612, 0.6658641584639157, 0.6507124839787819, 0.5259182549936486, 0.7598592257982758, 0.6019413145731626, 0.5516285866100089, 0.9297897292662942, 0.649455422236196, 0.8572993511989869, 0.3320910360759416, 0.9653303879295189, 0.505278863452543, 0.38374368564929234, 0.2290506728560129, 0.7059049424972221, 0.43241178478544096, 0.6222497950730446, 0.12443152108898851, 0.7380488325153585, 0.4926395457881926, 0.21492753909150772, 0.8592841797568506, 0.8572643311552892, 0.7169584043178571, 0.847483703677115, 0.9735987209325648, 0.5572719548860586, 0.3958018624910542, 0.5871099340758917, 0.23333694300698526, 0.7007997663359874, 0.5893533982821535, 0.24833315009085935, 0.6376120949416473, 0.5726644455748194, 0.9212643127353634, 0.24598956923919893, 0.8282827496294433, 0.9038543015509076, 0.8444834096780316]"
binaria,"[False, True, False, True, False, False, False, True, True, True, False, True, True, True, True, False, True, False, False, True, True, True, True, False, True, True, False, True, True, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, False, True, False, True, False, False, True, True, True, True, True, True, False, True, False, True, True, False, True, True, True, False, True, True, True]"
