class,metric,value
0,presicion,0.05919540229885058
1,presicion,1.0
macro avg,presicion,0.5295977011494253
weighted avg,presicion,0.9458643164451294
0,recall,1.0
1,recall,0.02963841138114997
macro avg,recall,0.5148192056905749
weighted avg,recall,0.08547486033519552
0,f1-score,0.11177428106348346
1,f1-score,0.057570523891767415
macro avg,f1-score,0.08467240247762543
weighted avg,f1-score,0.06068951103628515
