class,metric,value
0,presicion,0.9523809523809523
1,presicion,0.9982195845697329
macro avg,presicion,0.9753002684753427
weighted avg,presicion,0.9955819426057975
0,recall,0.970873786407767
1,recall,0.997036158861885
macro avg,recall,0.983954972634826
weighted avg,recall,0.9955307262569832
0,f1-score,0.9615384615384616
1,f1-score,0.9976275207591934
macro avg,f1-score,0.9795829911488274
weighted avg,f1-score,0.9955508877425813
