observacion,valor
k-folds,"[0.3902439024390244, 0.3902439024390244, 0.6341463414634146, 0.5121951219512195, 0.42857142857142855, 0.47619047619047616, 0.35714285714285715, 0.5714285714285714, 0.4146341463414634, 0.5121951219512195]"
mean,0.46869918699186996
