observacion,valor
k-folds,"[0.2682926829268293, 0.4634146341463415, 0.5365853658536586, 0.4878048780487805, 0.3333333333333333, 0.5238095238095238, 0.4523809523809524, 0.47619047619047616, 0.43902439024390244, 0.4146341463414634]"
mean,0.4395470383275262
