solucion,valor
continua,"[0.45533568765417437, 1.7176039956135385e-05, 0.07815791757800096, 0.3646130559924847, 0.3640811727699717, 0.31903271640817515, 0.4118543769900553, 0.4853114545276263, 0.6142169837956302, 0.6648882747174952, 0.5527430386369545, 0.08692160489392178, 1.7176039956135385e-05, 0.33970088001052096, 0.25566833059717553, 0.770213643391852, 0.666119978696614, 0.5583114400752688, 0.6291524994533063, 0.39266139550472806, 0.18375197309327726, 0.43563103321721386, 0.42566376453571825, 0.4877376560436946, 0.2614854935562731, 0.09515012430519336, 0.6057186126816813, 0.19683217418643373, 0.3160470344863642, 0.4112311244946029, 0.2424703680008581, 0.06832640689089868, 1.639705632431643e-05, 0.1268869573546297, 0.3807460903228174, 1.7176039956135385e-05, 0.494722068170545, 0.0010828633219258147, 1.7176039956135385e-05, 1.7176039956135385e-05, 1.7176039956135385e-05, 0.23330907315116411, 0.5014107329662061, 0.8002302384052001, 0.15800177070034127, 0.604482424517694, 0.5490740027425636, 0.20068584148162777, 0.27729262472492544, 0.3825125441148834, 0.5692680021082226, 0.41745780557656587, 0.7468042808754525, 1.2694628450082878e-05, 0.6122717722150214, 0.13004777965779576, 0.5344406764860955, 0.2427535195093413, 1.7176039956135385e-05, 0.3214705866517048, 0.11150082899612945, 0.5282486548114462, 1.7242286264750906e-05, 1.7176039956135385e-05, 0.8523382073591403, 0.5439823598454409, 0.3435769664669797, 0.5922143940537374, 0.08463307499163947, 0.5711067337847745, 0.6325497107687439, 0.21579417361504324, 0.8190507639145291, 0.05920039365802893, 0.18175418113249092, 0.20202620280545763]"
binaria,"[False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, True, True, False, False, False, True, False, True, False, True, False, True, False, False, False, False, True, False, False, True, True, False, True, False, True, True, False, True, False, False, False]"
