observacion,valor
k-folds,"[0.2926829268292683, 0.3170731707317073, 0.4878048780487805, 0.4634146341463415, 0.38095238095238093, 0.40476190476190477, 0.35714285714285715, 0.42857142857142855, 0.3170731707317073, 0.5365853658536586]"
mean,0.3986062717770035
