observacion,valor
k-folds,"[0.5121951219512195, 0.5609756097560976, 0.7073170731707317, 0.5365853658536586, 0.5476190476190477, 0.5, 0.42857142857142855, 0.5952380952380952, 0.5365853658536586, 0.5609756097560976]"
mean,0.5486062717770034
