observacion,valor
k-folds,"[0.926829268292683, 0.8292682926829268, 0.975609756097561, 0.8780487804878049, 0.9285714285714286, 0.9761904761904762, 0.9047619047619048, 0.9761904761904762, 0.8292682926829268, 0.8292682926829268]"
mean,0.9054006968641115
