observacion,valor
k-folds,"[0.9024390243902439, 0.8780487804878049, 0.926829268292683, 0.8780487804878049, 0.9523809523809523, 0.8809523809523809, 0.9285714285714286, 0.9523809523809523, 0.8780487804878049, 0.8292682926829268]"
mean,0.9006968641114984
