observacion,valor
k-folds,"[0.4146341463414634, 0.5121951219512195, 0.6829268292682927, 0.4878048780487805, 0.40476190476190477, 0.5714285714285714, 0.40476190476190477, 0.47619047619047616, 0.43902439024390244, 0.6829268292682927]"
mean,0.5076655052264808
