observacion,valor
k-folds,"[0.5609756097560976, 0.6829268292682927, 0.7073170731707317, 0.6341463414634146, 0.7380952380952381, 0.6428571428571429, 0.5952380952380952, 0.6666666666666666, 0.6341463414634146, 0.6097560975609756]"
mean,0.6472125435540069
