class,metric,value
0,presicion,0.9375
1,presicion,0.9750869061413673
macro avg,presicion,0.9562934530706837
weighted avg,presicion,0.9729240841678697
0,recall,0.5825242718446602
1,recall,0.997628927089508
macro avg,recall,0.7900765994670841
weighted avg,recall,0.9737430167597766
0,f1-score,0.718562874251497
1,f1-score,0.9862291239378845
macro avg,f1-score,0.8523959990946908
weighted avg,f1-score,0.9708270995145897
