observacion,valor
k-folds,"[0.5365853658536586, 0.6097560975609756, 0.6829268292682927, 0.5853658536585366, 0.5476190476190477, 0.6428571428571429, 0.5, 0.6190476190476191, 0.5853658536585366, 0.6829268292682927]"
mean,0.5992450638792102
