observacion,valor
k-folds,"[0.9512195121951219, 0.7804878048780488, 0.8048780487804879, 0.8536585365853658, 0.8809523809523809, 0.9047619047619048, 0.8571428571428571, 0.8571428571428571, 0.8536585365853658, 0.8048780487804879]"
mean,0.8548780487804878
