observacion,valor
k-folds,"[0.5609756097560976, 0.6341463414634146, 0.6585365853658537, 0.5121951219512195, 0.6190476190476191, 0.5476190476190477, 0.47619047619047616, 0.5952380952380952, 0.5853658536585366, 0.5365853658536586]"
mean,0.5725900116144018
