observacion,valor
k-folds,"[0.6341463414634146, 0.5609756097560976, 0.6097560975609756, 0.6097560975609756, 0.6190476190476191, 0.6428571428571429, 0.6190476190476191, 0.7142857142857143, 0.5121951219512195, 0.6341463414634146]"
mean,0.6156213704994193
