observacion,valor
k-folds,"[0.9512195121951219, 0.8292682926829268, 0.975609756097561, 0.926829268292683, 0.8809523809523809, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.8292682926829268, 0.8292682926829268]"
mean,0.9055749128919862
