observacion,valor
k-folds,"[0.5365853658536586, 0.6097560975609756, 0.6097560975609756, 0.6341463414634146, 0.5714285714285714, 0.6190476190476191, 0.47619047619047616, 0.5714285714285714, 0.5121951219512195, 0.5121951219512195]"
mean,0.5652729384436702
