observacion,valor
k-folds,"[0.5853658536585366, 0.4634146341463415, 0.5365853658536586, 0.5365853658536586, 0.5714285714285714, 0.5714285714285714, 0.5238095238095238, 0.5476190476190477, 0.43902439024390244, 0.5365853658536586]"
mean,0.5311846689895472
