class,metric,value
0,presicion,0.6046511627906976
1,presicion,0.9700704225352113
macro avg,presicion,0.7873607926629544
weighted avg,presicion,0.9490435042370632
0,recall,0.5048543689320388
1,recall,0.979845880260818
macro avg,recall,0.7423501245964284
weighted avg,recall,0.952513966480447
0,f1-score,0.5502645502645502
1,f1-score,0.9749336478914774
macro avg,f1-score,0.7625990990780138
weighted avg,f1-score,0.9504973813799837
