solucion,valor
continua,"[0.9871497465716952, 0.8712114097096463, 0.40352113120635263, 0.86852481000276, 0.5369469445107499, 0.9871497465716952, 0.9871497465716952, 0.5779219246724397, 0.5254178360426813, 0.8044533159321823, 0.8741585623314237, 0.9871497465716952, 0.8573563058693333, 0.3970444072584137, 0.9871497465716952, 0.49007180421931107, 0.08096796379641684, 0.27871908780648885, 0.3520525672945425, 0.39111924620627375, 0.5512206802347633, 0.6602104889849384, 0.6057509731563475, 0.8327026578428517, 0.28395800750522443, 0.17985090147604918, 0.7397288575000432, 0.5135729903700026, 0.8719790634883212, 0.625130682940945, 0.6083418562096747, 0.737861592054429, 0.9871497465716952, 0.9871497465716952, 0.9871497465716952, 0.9622984762224974, 0.9871497465716952, 0.7780880215797831, 0.3143740478349127, 0.48978551084499977, 0.47863237475615367, 0.3812719856215577, 0.9871497465716952, 0.8154525893944999, 0.7357302238045353, 0.812740608716459, 0.7294978421119217, 0.8363602289483937, 0.40000944320197446, 0.3807571142174945, 0.8774707384175306, 0.9871497465716952, 0.8677056745850671, 0.849287160847539, 0.9871497465716952, 0.7804304163325836, 0.9453278178780881, 0.6948401341419019, 0.9871497465716952, 0.5954981371512071, 0.8065091927803366, 0.8402751752480377, 0.9871497465716952, 0.47089801595994135, 0.9871497465716952, 0.7135571590093139, 0.23920337135806072, 0.6474185111342992, 0.732951582936597, 0.4996765443696683, 0.7006150675424431, 0.9871497465716952, 0.9252278511743309, 0.7604110167388717, 0.9871497465716952, 0.7228996397784252]"
binaria,"[True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, False, False, False, False, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
