observacion,valor
k-folds,"[0.3902439024390244, 0.4634146341463415, 0.6341463414634146, 0.4634146341463415, 0.5238095238095238, 0.40476190476190477, 0.42857142857142855, 0.47619047619047616, 0.4634146341463415, 0.6097560975609756]"
mean,0.4857723577235772
