observacion,valor
k-folds,"[0.9024390243902439, 0.8536585365853658, 0.8536585365853658, 0.8780487804878049, 0.9761904761904762, 0.9047619047619048, 0.9047619047619048, 0.9285714285714286, 0.8048780487804879, 0.8048780487804879]"
mean,0.881184668989547
