class,metric,value
0,presicion,0.8828828828828829
1,presicion,0.9970220369267421
macro avg,presicion,0.9399524599048125
weighted avg,presicion,0.9904542532024305
0,recall,0.9514563106796117
1,recall,0.992294013040901
macro avg,recall,0.9718751618602564
weighted avg,recall,0.9899441340782122
0,f1-score,0.9158878504672897
1,f1-score,0.9946524064171123
macro avg,f1-score,0.9552701284422009
weighted avg,f1-score,0.9901201442591058
