observacion,valor
k-folds,"[1.0, 1.0, 0.926829268292683, 0.975609756097561, 0.9523809523809523, 0.9761904761904762, 1.0, 0.9523809523809523, 0.975609756097561, 0.9512195121951219]"
mean,0.9710220673635307
