observacion,valor
k-folds,"[0.43902439024390244, 0.5365853658536586, 0.5853658536585366, 0.5609756097560976, 0.47619047619047616, 0.5, 0.3333333333333333, 0.5714285714285714, 0.5853658536585366, 0.43902439024390244]"
mean,0.5027293844367015
