class,metric,value
0,presicion,0.676056338028169
1,presicion,0.9680046538685282
macro avg,presicion,0.8220304959483486
weighted avg,presicion,0.9512053932363733
0,recall,0.46601941747572817
1,recall,0.9863663307646711
macro avg,recall,0.7261928741201996
weighted avg,recall,0.9564245810055866
0,f1-score,0.5517241379310345
1,f1-score,0.9770992366412213
macro avg,f1-score,0.764411687286128
weighted avg,f1-score,0.9526223454863894
